"year","industry_section","industry_division","industry_class","establishment_count","average_age","average_wage","wage","jobs","average_establishment_size","ID CNAE","color","icon"
2011,"Indústrias de Transformação","Produtos de Madeira","Fabricação de estruturas de madeira",17,36,"1004.5","130585.9",130,7,"16226","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2011,"Transporte e correio","Atividades Auxiliares dos Transportes","Terminais rodoviários e ferroviários",1,43,"840.95","86618.46",103,103,"52222","#9edae5","/static/img/icons/industry_section/industry_section_h.png"
2011,"Indústrias Extrativas","Extração de minerais não-metálicos","Extração de outros minerais não-metálicos",1,38,"1884.13","152614.77",81,81,"08991","#330000","/static/img/icons/industry_section/industry_section_b.png"
2011,"Transporte e correio","Transporte Terrestre","Transporte escolar",10,39,"651.03","12369.68",19,1,"49248","#9edae5","/static/img/icons/industry_section/industry_section_h.png"
2011,"Indústrias de Transformação","Produtos Diversos","Fabricação de instrumentos e materiais para uso médico",18,30,"1400.66","176483.28",126,7,"32507","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2011,"Atividades Financeiras","Atividades de Serviços Financeiros","Seguros, previdência complementar e dos planos de saúde",4,32,"686.25","6862.54",10,2,"66291","#408e60","/static/img/icons/industry_section/industry_section_k.png"
2011,"Comércio","Comércio Atacadista","Atacado de tecidos",5,40,"1413.25","9892.75",7,1,"46419","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2011,"Comércio","Comércio Atacadista","Atacado de material elétrico",4,33,"1365.32","27306.53",20,5,"46737","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2011,"Atividades Administrativas","Aluguéis não-imobiliários","Aluguel de outros objetos pessoais e domésticos",11,31,"1026.44","45163.57",44,4,"77292","#b7834b","/static/img/icons/industry_section/industry_section_n.png"
2011,"Indústrias de Transformação","Produtos de Madeira","Fabricação de artefatos de madeira",4,38,"683.44",6151,9,2,"16293","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
