"year","industry_section","industry_division","industry_class","establishment_count","average_age","average_wage","wage","jobs","average_establishment_size","ID CNAE","color","icon"
2014,"Saúde e serviços sociais","Saúde Humana Integradas com Assistência Social","Assistência psicossocial e à saúde",1,45,0,0,1,1,"87204","#800000","/static/img/icons/industry_section/industry_section_q.png"
2014,"Atividades Financeiras","Serviços Financeiros","Caixas econômicas",5,42,"6870.79","865720.49",126,25,"64239","#408e60","/static/img/icons/industry_section/industry_section_k.png"
2014,"Saúde e serviços sociais","Saúde Humana","Outras atividades de atenção à saúde humana",5,33,"2240.34","246438.31",110,22,"86909","#800000","/static/img/icons/industry_section/industry_section_q.png"
2014,"Educação","Educação","Educação profissional",2,28,"1215.37","49830.25",41,20,"85414","#d66011","/static/img/icons/industry_section/industry_section_p.png"
2014,"Indústrias de Transformação","Produtos Diversos","Fabricação de bijuterias",4,30,"1255.86","61537.59",49,12,"32124","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2014,"Construção","Serviços Especializados para Construção","Perfurações e sondagens",1,34,"1137.48","73936.31",65,65,"43126","#E87600","/static/img/icons/industry_section/industry_section_f.png"
2014,"Indústrias de Transformação","Produtos Químicos","Fabricação de tintas, vernizes e esmaltes",2,37,"1919.44","44147.31",23,11,"20711","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2014,"Indústrias de Transformação","Produtos Têxteis","Fabricação de artefatos têxteis para uso doméstico",7,31,"1540.19","90871.77",59,8,"13511","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2014,"Comércio","Comércio Varejista","Varejo de calçados e artigos de viagem",52,27,"1878.29","967322.06",515,9,"47822","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2014,"Alojamento e Alimentação","Alimentação","Serviços ambulantes de alimentação",10,31,"1392.67","52921.69",38,3,"56121","#FFC41C","/static/img/icons/industry_section/industry_section_i.png"
2014,"Construção","Obras de Infra-estrutura","Obras de urbanização",3,38,"1793.27","138082.37",77,25,"42138","#E87600","/static/img/icons/industry_section/industry_section_f.png"
2014,"Educação","Educação","Ensino médio",6,38,"1708.02","203255.49",119,19,"85201","#d66011","/static/img/icons/industry_section/industry_section_p.png"
2014,"Comércio","Comércio Atacadista","Atacado de máquinas, equipamentos para terraplenagem e construção",3,33,"2520.13","52922.86",21,7,"46621","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2014,"Indústrias de Transformação","Produtos de minerais não-metálicos","Fabricação de vidro plano",2,32,"1764.78","132359.1",75,37,"23117","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2014,"Artes, Cultura e Recreação","Atividades Esportivas e de Recreação","Gestão de instalações de esportes",2,38,"1134.59","6807.55",6,3,"93115","#93789e","/static/img/icons/industry_section/industry_section_r.png"
2014,"Outros Serviços","Organizações Associativas","Associações profissionais",5,34,"1339.5","38845.77",29,5,"94120","#c7c7c7","/static/img/icons/industry_section/industry_section_s.png"
2014,"Informação e Comunicação","Serviços de Tecnologia da Informação","Desenvolvimento softwares não-customizáveis",10,30,"2601.79","301808.79",116,11,"62031","#57D200","/static/img/icons/industry_section/industry_section_j.png"
2014,"Construção","Obras de Infra-estrutura","Construção de obras-de-arte",2,40,"1944.54","151674.62",78,39,"42120","#E87600","/static/img/icons/industry_section/industry_section_f.png"
2014,"Saúde e serviços sociais","Serviços de Assistência Social","Serviços de assistência social sem alojamento",4,36,"1655.27","57934.58",35,8,"88006","#800000","/static/img/icons/industry_section/industry_section_q.png"
2014,"Informação e Comunicação","Prestação de Serviços de Informação","Provedores de conteúdo na internet",11,28,"1494.2","82181.09",55,5,"63194","#57D200","/static/img/icons/industry_section/industry_section_j.png"
2014,"Indústrias de Transformação","Produtos Têxteis","Acabamentos em fios, tecidos e artefatos têxteis",9,30,"976.84","34189.6",35,3,"13405","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2014,"Indústrias de Transformação","Produtos Alimentícios","Fabricação de biscoitos e bolachas",4,27,"1007.37","32236.14",32,8,"10929","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2014,"Comércio","Comércio Atacadista","Atacado de papel, papelão e embalagens",12,36,"1875.56","146293.8",78,6,"46869","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2014,"Educação","Educação","Educação infantil - creche",8,33,"1363.86","150024.7",110,13,"85112","#d66011","/static/img/icons/industry_section/industry_section_p.png"
2014,"Saúde e serviços sociais","Saúde Humana","Serviços de remoção de pacientes",1,40,"1764.8","7059.2",4,4,"86224","#800000","/static/img/icons/industry_section/industry_section_q.png"
2014,"Indústrias de Transformação","Produtos e materiais elétricos","Fabricação de outros equipamentos e aparelhos elétricos",4,32,"1666.54","131657.41",79,19,"27902","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2014,"Outros Serviços","Reparação e Manutenção de Equipamentos","Manutenção de equipamentos de comunicação",4,34,"870.04","6960.34",8,2,"95126","#c7c7c7","/static/img/icons/industry_section/industry_section_s.png"
2014,"Informação e Comunicação","Prestação de Serviços de Informação","Serviços de hospedagem na internet",6,35,"1865.42","37308.55",20,3,"63119","#57D200","/static/img/icons/industry_section/industry_section_j.png"
2014,"Artes, Cultura e Recreação","Atividades Artísticas","Artes cênicas e espetáculos",7,34,"1636.64","42552.73",26,3,"90019","#93789e","/static/img/icons/industry_section/industry_section_r.png"
2014,"Transporte e correio","Transporte Terrestre","Transporte rodoviário coletivo de passageiros municipal",5,35,"1775.28","229011.88",129,25,"49213","#9edae5","/static/img/icons/industry_section/industry_section_h.png"
2014,"Indústrias de Transformação","Produtos de borracha e de material plástico","Fabricação de embalagens de material plástico",6,31,"2344.61","1277817.36",545,90,"22226","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2014,"Informação e Comunicação","Serviços de Tecnologia da Informação","Suporte técnico em tecnologia da informação",11,29,"2365.18","141911.32",60,5,"62091","#57D200","/static/img/icons/industry_section/industry_section_j.png"
2014,"Transporte e correio","Atividades de Entrega","Atividades de Correio",11,40,"4277.61","5120308.02",1197,108,"53105","#9edae5","/static/img/icons/industry_section/industry_section_h.png"
2014,"Comércio","Comércio Varejista","Varejo de jóias e relógios",19,33,"2471.56","210082.82",85,4,"47831","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
2014,"Indústrias de Transformação","Produtos Químicos","Fabricação de outros produtos químicos inorgânicos",1,34,"2362.93","14177.58",6,6,"20193","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2014,"Transporte e correio","Atividades Auxiliares dos Transportes","Atividades relacionadas à transporte de carga",2,33,"2413.6","57926.48",24,12,"52508","#9edae5","/static/img/icons/industry_section/industry_section_h.png"
2014,"Informação e Comunicação","Edição e impressão","Edição de cadastros e outros produtos gráficos",3,34,"1208.14","8456.99",7,2,"58191","#57D200","/static/img/icons/industry_section/industry_section_j.png"
2014,"Atividades Financeiras","Serviços Financeiros","Outras atividades de serviços financeiros",1,34,"2837.42","17024.56",6,6,"64999","#408e60","/static/img/icons/industry_section/industry_section_k.png"
2014,"Educação","Educação","Educação superior - graduação",7,37,"2378.7","1486691.51",625,89,"85317","#d66011","/static/img/icons/industry_section/industry_section_p.png"
2014,"Serviços Especializados","Publicidade e pesquisa de mercado","Agências de publicidade",4,34,"1462.25","10235.77",7,1,"73114","#cc0000","/static/img/icons/industry_section/industry_section_m.png"
2014,"Serviços Especializados","Atividades jurídicas, de contabilidade e de auditoria","Cartórios",8,29,"2148.86","305139.13",142,17,"69125","#cc0000","/static/img/icons/industry_section/industry_section_m.png"
2014,"Informação e Comunicação","Telecomunicações","Telecomunicações sem fio",2,26,"2065.16","47498.89",23,11,"61205","#57D200","/static/img/icons/industry_section/industry_section_j.png"
