"year","industry_section","industry_division","industry_class","establishment_count","average_age","average_wage","wage","jobs","average_establishment_size","ID CNAE","color","icon"
2008,"Indústrias de Transformação","Produtos de minerais não-metálicos","Fabricação de artigos de vidro",1,26,"670.23","11394.05",17,17,"23192","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2008,"Indústrias de Transformação","Produtos Químicos","Fabricação de cosméticos, perfumaria e higiene pessoal",3,30,"809.42","25092.03",31,10,"20631","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2008,"Serviços Especializados","Publicidade e pesquisa de mercado","Agenciamento de espaços para publicidade",2,34,"595.13","10117.25",17,8,"73122","#cc0000","/static/img/icons/industry_section/industry_section_m.png"
2008,"Atividades Financeiras","Atividades de Serviços Financeiros","Corretores de seguros",2,37,"928.72","3714.9",4,2,"66223","#408e60","/static/img/icons/industry_section/industry_section_k.png"
2008,"Indústrias de Transformação","Impressão e Reprodução de Gravações","Serviços de acabamentos gráficos",3,37,"477.13","2862.8",6,2,"18229","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2008,"Informação e Comunicação","Produção cinematográfica, de vídeos e de programas de televisão","Atividades de gravação de som e de edição de música",2,40,"1122.98","13475.82",12,6,"59201","#57D200","/static/img/icons/industry_section/industry_section_j.png"
2008,"Serviços Especializados","Atividades jurídicas, de contabilidade e de auditoria","Cartórios",4,32,"808.64","53370.3",66,16,"69125","#cc0000","/static/img/icons/industry_section/industry_section_m.png"
2008,"Indústrias de Transformação","Máquinas e Equipamentos","Fabricação de equipamentos hidráulicos e pneumáticos",1,31,"1765.8","15892.21",9,9,"28127","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2008,"Indústrias de Transformação","Produtos de metal","Fabricação de outros produtos de metal",4,26,"641.94","5777.51",9,2,"25993","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2008,"Indústrias de Transformação","Produtos de minerais não-metálicos","Aparelhamento e outros trabalhos em pedras",4,30,"875.04","14000.66",16,4,"23915","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2008,"Indústrias de Transformação","Produtos Têxteis","Fabricação de tecidos de malha",1,29,"1089.1","2178.2",2,2,"13308","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2008,"Construção","Obras de Infra-estrutura","Obras de urbanização",1,33,"1382.11","131301.2",95,95,"42138","#E87600","/static/img/icons/industry_section/industry_section_f.png"
2008,"Transporte e correio","Transporte Terrestre","Transporte rodoviário coletivo de passageiros municipal",4,40,"1027.79","135668.85",132,33,"49213","#9edae5","/static/img/icons/industry_section/industry_section_h.png"
2008,"Indústrias de Transformação","Produtos de Madeira","Fabricação de estruturas de madeira",1,53,"674.25","2022.76",3,3,"16226","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2008,"Indústrias de Transformação","Máquinas e Equipamentos","Fabricação de máquinas e equipamentos de uso geral",1,33,"1013.29","15199.48",15,15,"28291","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2008,"Comércio","Comércio Atacadista","Atacado de produtos alimentícios",1,22,"863.14","2589.44",3,3,"46915","#17bcef","/static/img/icons/industry_section/industry_section_g.png"
